"Date","Price","Open","High","Low","Vol.","Change %"
"01/19/2021","8.91","8.95","8.98","8.80","1.30M","0.11%"
"01/18/2021","8.90","8.90","9.07","8.82","2.18M","0.56%"
"01/15/2021","8.85","8.96","9.05","8.72","2.94M","-1.67%"
"01/14/2021","9.00","8.63","9.00","8.61","3.66M","4.53%"
"01/13/2021","8.61","8.58","8.71","8.46","4.59M","0.23%"
"01/12/2021","8.59","8.64","8.69","8.43","7.53M","0.00%"
"01/11/2021","8.59","8.78","8.93","8.58","5.23M","-2.94%"
"01/08/2021","8.85","8.35","8.85","8.27","5.72M","5.99%"
"01/07/2021","8.35","8.21","8.35","8.17","2.59M","2.08%"
"01/06/2021","8.18","8.35","8.45","8.14","5.62M","-2.04%"
"01/05/2021","8.35","8.35","8.35","8.13","3.42M","0.00%"
"01/04/2021","8.35","8.37","8.44","8.15","3.37M","-0.12%"
